,external_author_id,author,content,region,language,publish_date,harvested_date,following,followers,updates,post_type,account_type,retweet,account_category,new_june_2018,alt_external_id,tweet_id,article_url,tco1_step1,tco2_step1,tco3_step1
1849,1701955429,ZZZACHARYZZZ,HHV Video of the Week: DJ Mustard ft. Nipsey Hussle and RJ – “Ridin’ Around” https://t.co/JHoURmaKrh,United States,English,1/6/2017 23:39,1/6/2017 23:39,815,921,3267,RETWEET,Left,1,LeftTroll,0,1701955429,817515973448265728,http://twitter.com/1701955429/statuses/817515973448265728,http://www.hip-hopvibe.com/2017/01/06/hhv-video-of-the-week-dj-mustard-ft-nipsey-hussle-and-rj-ridin-around/,,
1850,1701955429,ZZZACHARYZZZ,Don't forget Rick Scott ran a Trump Super Pac. BIG BUCKS FOR RICK. And Pam Bondi was his AG. The woman that Trump bribed. Very cosy. https://t.co/0HYi9oxRdw,United States,English,1/6/2017 23:39,1/6/2017 23:39,815,921,3266,RETWEET,Left,1,LeftTroll,0,1701955429,817515946306838528,http://twitter.com/1701955429/statuses/817515946306838528,https://twitter.com/JonBowzerBauman/status/817502725273362436,,
1851,1701955429,ZZZACHARYZZZ,Cekary – “Right Time” https://t.co/E3rILlsLg4,United States,English,1/6/2017 3:16,1/6/2017 3:16,813,919,3246,RETWEET,Left,1,LeftTroll,0,1701955429,817208167079755776,http://twitter.com/1701955429/statuses/817208167079755776,http://www.hip-hopvibe.com/2017/01/05/cekary-right-time/,,
1852,1701955429,ZZZACHARYZZZ,"'@WILLGATES thankyou i appreciate everything you do for me . you a living legend i remember when you were shooting Yungberg , its us now'",United States,English,1/6/2017 3:16,1/6/2017 3:16,813,919,3245,RETWEET,Left,1,LeftTroll,0,1701955429,817208141729374208,http://twitter.com/1701955429/statuses/817208141729374208,,,
1853,1701955429,ZZZACHARYZZZ,I heart this man https://t.co/DGfvA6uMgT,United States,English,1/6/2017 5:18,1/6/2017 5:18,814,920,3247,RETWEET,Left,1,LeftTroll,0,1701955429,817238832479432704,http://twitter.com/1701955429/statuses/817238832479432704,https://twitter.com/shadowandact/status/817033391098970112,,
1854,1701955429,ZZZACHARYZZZ,4 Interesting Marketing Tips from Musicians https://t.co/rwyCYdtdd3 https://t.co/pDnB68HfXj,United States,English,1/6/2017 7:22,1/6/2017 7:22,814,920,3250,RETWEET,Left,1,LeftTroll,0,1701955429,817270085391908864,http://twitter.com/1701955429/statuses/817270085391908864,https://twitter.com/PowerMusicTeam/status/817268520186589185/photo/1,https://goo.gl/6GzyLV?rqI,
1855,1701955429,ZZZACHARYZZZ,"#NowPlaying: Reks ""Plane Gang feat. Akrobatik, Edo G &amp; Termanology"" #music https://t.co/L9Z3hQarId",United States,English,1/6/2017 7:22,1/6/2017 7:23,814,920,3249,RETWEET,Left,1,LeftTroll,0,1701955429,817270066886705152,http://twitter.com/1701955429/statuses/817270066886705152,http://bit.ly/2dicVZk,,
1856,1701955429,ZZZACHARYZZZ,Warrant Forgiveness Program 2nd chance to appear in court without fear of being arrested. https://t.co/9pTgOsvFyM,United States,English,1/6/2017 9:24,1/6/2017 9:24,814,919,3252,RETWEET,Left,1,LeftTroll,0,1701955429,817300763995160577,http://twitter.com/1701955429/statuses/817300763995160577,https://www.youtube.com/shared?ci=nPIPez1bORw,,
1857,1701955429,ZZZACHARYZZZ,DON'T BE FOOLED: 4 120 9.0 THE UNDERGROUND https://t.co/lWs3L23YN1 30 DAY SPINS BDS &amp; DIGITAL TRACKER &amp; ROYATIES &amp; PROMO,United States,English,1/7/2017 11:59,1/7/2017 11:59,815,921,3280,RETWEET,Left,1,LeftTroll,0,1701955429,817702185542844416,http://twitter.com/1701955429/statuses/817702185542844416,http://WWW.THEUNDER.US,,
1858,1701955429,ZZZACHARYZZZ,NEW! NAS Stamp T-Shirt by @madina_design Click Here https://t.co/ucbYagwRKn &lt;&lt; #HipHop #Clothing  #design #nas https://t.co/6GX4rhvmJW RT,United States,English,1/7/2017 11:59,1/7/2017 11:59,815,921,3279,RETWEET,Left,1,LeftTroll,0,1701955429,817702166735548420,http://twitter.com/1701955429/statuses/817702166735548420,https://twitter.com/madina_design/status/779258554050019328/photo/1,http://www.madina.co.uk/shop/latest/nas-stamp-t-shirt/,
1859,1701955429,ZZZACHARYZZZ,I love living in Florida but this state is corrupt af and it's so sad because Florida has a lot of black history.,United States,English,1/7/2017 16:02,1/7/2017 16:02,815,921,3284,RETWEET,Left,1,LeftTroll,0,1701955429,817763336284737543,http://twitter.com/1701955429/statuses/817763336284737543,,,
1860,1701955429,ZZZACHARYZZZ,No doubt! I'm in queen general ✊�❤️��� https://t.co/ZrqEqUb7jn,United States,English,1/7/2017 18:05,1/7/2017 18:05,815,922,3288,RETWEET,Left,1,LeftTroll,0,1701955429,817794363749265408,http://twitter.com/1701955429/statuses/817794363749265408,https://twitter.com/generalnikkix/status/817791745245253633,,
1861,1701955429,ZZZACHARYZZZ,'@LupeFiasco vaistinu se rodi ��� �� drink some Rakija too',United States,Lithuanian,1/7/2017 18:05,1/7/2017 18:05,815,922,3287,RETWEET,Left,1,LeftTroll,0,1701955429,817794338369531904,http://twitter.com/1701955429/statuses/817794338369531904,,,
1862,1701955429,ZZZACHARYZZZ,"Population9 gains 7000 subscribers in 2 days. Company goal is 300,000 by end of November 2017. https://t.co/V02wk2Usv3",United States,English,1/7/2017 1:43,1/7/2017 1:43,815,921,3269,RETWEET,Left,1,LeftTroll,0,1701955429,817547195327086593,http://twitter.com/1701955429/statuses/817547195327086593,http://Www.population9.xyz,,
1863,1701955429,ZZZACHARYZZZ,#NotMyPresident @realDonaldTrump https://t.co/Pj2xhQ1U6k,United States,English,1/7/2017 1:43,1/7/2017 1:45,815,921,3270,RETWEET,Left,1,LeftTroll,0,1701955429,817547222254489600,http://twitter.com/1701955429/statuses/817547222254489600,https://twitter.com/ChaelMontgomery/status/817545598018719746/photo/1,,
1864,1701955429,ZZZACHARYZZZ,Alright! We are less than 30 minutes away from @NBCEmeraldCity and we are going with #GreenWitEnvy !@BlackGirlNerds @BlackGirlGeeks https://t.co/jhi0zRAyyY,United States,English,1/7/2017 1:43,1/11/2017 8:17,815,921,3268,RETWEET,Left,1,LeftTroll,0,1701955429,817547168202588163,http://twitter.com/1701955429/statuses/817547168202588163,https://twitter.com/BGNPodcast/status/817545194992271362/photo/1,,
1865,1701955429,ZZZACHARYZZZ,"Mixtape Hosting + uploading to major sites + mixtape cover design + promotion and more! DM for info,questions, prices etc",United States,English,1/7/2017 20:08,1/7/2017 20:08,815,922,3290,RETWEET,Left,1,LeftTroll,0,1701955429,817825243968503808,http://twitter.com/1701955429/statuses/817825243968503808,,,
1866,1701955429,ZZZACHARYZZZ,THEY CANT HOLD US BACK WE TOO IRRATIONAL,United States,English,1/7/2017 20:10,1/7/2017 20:10,815,922,3292,RETWEET,Left,1,LeftTroll,0,1701955429,817825760337600513,http://twitter.com/1701955429/statuses/817825760337600513,,,
